chr	start	end	seq	strand	read_count	mapq	read_count_1	mapq_1	read_count_2	mapq_2	experiment	replicate	genotype	launch_pad_location	insert	sample_type	sorted_gate	pool_nr	sample_name	ctrl_lib_nr	name	genotype_for_title
chr3	34770922	34770923	TA	+	25	24	12	32	13	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34770926	34770927	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	173599116	173599117	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34770930	34770931	TA	-	2	32.5	0	-	2	32.5	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34770956	34770957	TA	+	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	34771977	34771978	TA	-	8	42	4	41	4	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	35500616	35500617	TA	-	2	42	2	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	46373743	46373744	TA	-	1	15	1	15	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	52067338	52067339	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	64100437	64100438	TA	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	78762745	78762746	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	103920837	103920838	TA	-	1	15	0	-	1	15	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	120476540	120476541	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	174723492	174723493	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	122457204	122457205	TA	+	1	24	1	24	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	123596887	123596888	TA	-	1	24	1	24	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	130999401	130999402	TA	-	1	24	1	24	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr3	153118266	153118267	TA	-	1	23	1	23	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	8022098	8022099	TA	-	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	17162130	17162131	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	30844266	30844267	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	56539889	56539890	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	57840014	57840015	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	81899526	81899527	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	191844028	191844029	TC	-	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	84187059	84187060	TA	+	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	91213324	91213325	TA	-	1	16	0	-	1	16	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	94496850	94496851	TA	-	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	94625689	94625690	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	99612149	99612150	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	108965873	108965874	TA	-	1	24	0	-	1	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	112020443	112020444	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	123084068	123084069	TA	+	1	12	1	12	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	128858924	128858925	TA	+	1	11	0	-	1	11	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	132367001	132367002	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	192637947	192637948	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	133414305	133414306	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	149818690	149818691	TA	+	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	151574490	151574491	TA	-	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	154610654	154610655	TA	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr4	155147411	155147412	CA	-	1	34	0	-	1	34	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	13842863	13842864	CA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	58961868	58961869	TA	+	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	59637656	59637657	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	64068056	64068057	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	64936720	64936721	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr1	34717904	34717905	TA	+	1	24	1	24	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	8100599	8100600	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	65051895	65051896	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	66464490	66464491	TA	-	1	11	1	11	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	72272052	72272053	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	75782084	75782085	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	78618648	78618649	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	100599459	100599460	TA	-	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	101160350	101160351	TA	-	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	103301737	103301738	TA	+	1	15	1	15	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	112665013	112665014	TA	-	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	113464631	113464632	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	9029023	9029024	CA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	114290852	114290853	TA	+	1	24	0	-	1	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	117003245	117003246	TA	-	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	117640580	117640581	TA	-	1	35	1	35	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	119446141	119446142	TA	+	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	127408561	127408562	TA	-	1	40	0	-	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	132105421	132105422	TA	-	1	40	0	-	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	141374492	141374493	TA	+	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr5	144363270	144363271	TA	+	1	24	1	24	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	25346239	25346240	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	31824488	31824489	TA	+	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	14969219	14969220	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	45814737	45814738	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	75544802	75544803	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	87672440	87672441	CA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	96399943	96399944	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	100788665	100788666	TA	-	1	32	0	-	1	32	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	107979855	107979856	TA	-	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	108995438	108995439	TA	+	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	109332768	109332769	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	110034634	110034635	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	113173142	113173143	TA	+	1	23	1	23	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	25361131	25361132	TA	+	3	42	0	-	3	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	120485394	120485395	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	120532864	120532865	TA	-	1	24	0	-	1	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	125159654	125159655	TA	-	1	24	0	-	1	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	128399091	128399092	TA	+	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	132065955	132065956	TA	-	1	16	0	-	1	16	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	136008685	136008686	TA	+	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	136728513	136728514	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	137530020	137530021	TA	+	1	23	0	-	1	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	144888091	144888092	TA	+	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr6	148978313	148978314	NN	-	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	42405480	42405481	TA	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	7701985	7701986	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	10662125	10662126	TA	-	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	24627213	24627214	TA	-	1	17	1	17	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	27834617	27834618	TA	+	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	53953011	53953012	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	63499793	63499794	TA	-	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	64831407	64831408	TA	-	1	15	1	15	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	72323454	72323455	TA	-	1	23	0	-	1	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	75787262	75787263	TA	+	1	14	0	-	1	14	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	76380097	76380098	TA	-	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	45359432	45359433	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	77051515	77051516	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	90374172	90374173	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	95154269	95154270	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	111011342	111011343	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr7	112662923	112662924	TA	+	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	9650407	9650408	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	14141919	14141920	TA	+	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	17036681	17036682	TA	+	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	23560356	23560357	TA	+	1	40	0	-	1	40	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	37711952	37711953	TA	-	1	31	0	-	1	31	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	67054735	67054736	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	41430083	41430084	TA	+	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	60070794	60070795	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	72331813	72331814	TA	-	5	42	3	42	2	33	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	74933897	74933898	TA	-	1	11	1	11	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	77577064	77577065	TA	+	1	12	0	-	1	12	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	99873832	99873833	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	105835121	105835122	TA	-	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	108212062	108212063	TA	-	1	40	1	40	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	108511848	108511849	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	112629435	112629436	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	74931077	74931078	TA	+	1	31	1	31	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	114318784	114318785	TA	-	1	23	0	-	1	23	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	114530500	114530501	TA	-	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	118439422	118439423	TA	-	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	119676022	119676023	TA	-	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr8	126275739	126275740	TA	+	1	42	1	42	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	13672265	13672266	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	15287218	15287219	TA	+	1	30	0	-	1	30	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	31247043	31247044	TA	-	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	38743419	38743420	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	40799056	40799057	TA	-	7	42	6	42	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr2	75949041	75949042	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	49443991	49443992	TA	+	1	42	0	-	1	42	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	50358168	50358169	TA	+	1	30	1	30	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	53839140	53839141	TA	-	1	23	1	23	0	-	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
chr9	56088973	56088974	TA	-	1	24	0	-	1	24	E2285	rep3	WT	-116 kb	Sox2P	sorted pool	P2	3	Sox2P-reporter -116 kb, population P2 pool3 rep3	NA	NA	NA
